Ref,Councillor,Date received,Directorate,Service area
17867688,"Francis MP, Daniel",01/06/2025,Place,Housing Services
17901576,"Francis MP, Daniel",01/06/2025,Finance,Communications and Marketing
17908872,"Francis MP, Daniel",01/06/2025,Place,Planning and Regulation
17927768,"Francis MP, Daniel",01/06/2025,Place,Environmental Services
17928968,"Francis MP, Daniel",01/06/2025,Finance,Exchequer Services
17941368,"Francis MP, Daniel",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17942768,"Francis MP, Daniel",01/06/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
17945368,"Francis MP, Daniel",01/06/2025,Educational Achievement & Inclusion,0-25 SEND
17946369,"Francis MP, Daniel",01/06/2025,Place,Housing Services
17958100,"Francis MP, Daniel",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17987156,"Francis MP, Daniel",01/06/2025,Place,Environmental Services
17989256,"Francis MP, Daniel",01/06/2025,Place,Housing Services
17989656,"Francis MP, Daniel",01/06/2025,Place,Planning and Regulation
18048568,"Francis MP, Daniel",01/06/2025,Place,Planning and Regulation
18070860,"Francis MP, Daniel",01/06/2025,Place,Leisure Parks and Open Spaces
18096921,"Francis MP, Daniel",01/06/2025,Finance,Exchequer Services
18097120,"Francis MP, Daniel",01/06/2025,Place,Housing Services
18097920,"Francis MP, Daniel",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18118408,"Francis MP, Daniel",01/06/2025,Place,Housing Services
18124708,"Francis MP, Daniel",01/06/2025,Place,Planning and Regulation
18125908,"Francis MP, Daniel",01/06/2025,Educational Achievement & Inclusion,0-25 SEND
18139240,"Francis MP, Daniel",01/07/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
18192594,"Francis MP, Daniel",01/07/2025,Place,Environmental Services
18206892,"Francis MP, Daniel",01/07/2025,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
18213052,"Francis MP, Daniel",01/07/2025,Place,Planning and Regulation
18223952,"Francis MP, Daniel",01/07/2025,Adult Social Care & Health,Complex Care
18226716,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18227316,"Francis MP, Daniel",01/07/2025,Finance,"Property, Assets and Facilities Management"
18260745,"Francis MP, Daniel",01/07/2025,Finance,"Property, Assets and Facilities Management"
18267140,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18277172,"Francis MP, Daniel",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18285472,"Francis MP, Daniel",01/07/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
18286572,"Francis MP, Daniel",01/07/2025,Finance,Exchequer Services
18287772,"Francis MP, Daniel",01/07/2025,Place,Planning and Regulation
18289673,"Francis MP, Daniel",01/07/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
18290872,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18292772,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18298872,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18305264,"Francis MP, Daniel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18305864,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18308064,"Francis MP, Daniel",01/07/2025,Finance,Exchequer Services
18316164,"Francis MP, Daniel",01/07/2025,Place,Leisure Parks and Open Spaces
18330692,"Francis MP, Daniel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18338392,"Francis MP, Daniel",01/07/2025,Finance,"Property, Assets and Facilities Management"
18338892,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18340692,"Francis MP, Daniel",01/07/2025,Finance,Emergency Planning and Business Continuity
18345820,"Francis MP, Daniel",01/07/2025,Adult Social Care & Health,Safeguarding Adults
18346620,"Francis MP, Daniel",01/07/2025,Adult Social Care & Health,Safeguarding Adults
18346821,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18350220,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18371652,"Francis MP, Daniel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18375452,"Francis MP, Daniel",01/07/2025,Place,Leisure Parks and Open Spaces
18376952,"Francis MP, Daniel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18389581,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18413472,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18418873,"Francis MP, Daniel",01/07/2025,Place,Planning and Regulation
18421772,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18431935,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18442832,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18450461,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18476420,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18477820,"Francis MP, Daniel",01/07/2025,Place,Environmental Services
18491252,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18519476,"Francis MP, Daniel",01/07/2025,Place,Planning and Regulation
18534636,"Francis MP, Daniel",01/07/2025,Finance,Exchequer Services
18540939,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18567560,"Francis MP, Daniel",01/07/2025,Place,Housing Services
18567563,"Francis MP, Daniel",01/07/2025,Place,Leisure Parks and Open Spaces
18570660,"Francis MP, Daniel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18572061,"Francis MP, Daniel",01/07/2025,Place,Planning and Regulation
18576460,"Francis MP, Daniel",01/07/2025,Place,Leisure Parks and Open Spaces
16064964,"French MP, Louie",01/08/2024,Place,Housing Services
16067452,"French MP, Louie",01/09/2024,Place,Housing Services
15816352,"French MP, Louie",01/07/2024,Place,Housing Services
15861196,"French MP, Louie",01/07/2024,Place,Housing Services
15862428,"French MP, Louie",01/07/2024,Place,Housing Services
15862661,"French MP, Louie",01/07/2024,Place,Environmental Services
15867920,"French MP, Louie",01/07/2024,Place,Parking Enforcement (Bexley and Bromley)
15870984,"French MP, Louie",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15874548,"French MP, Louie",01/07/2024,Place,Environmental Services
15893276,"French MP, Louie",01/07/2024,Place,Housing Services
15893976,"French MP, Louie",01/07/2024,Place,Housing Services
15915312,"French MP, Louie",01/07/2024,Adult Social Care & Health,Complex Care
15937096,"French MP, Louie",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15944860,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
15948725,"French MP, Louie",01/07/2024,Place,Housing Services
15952952,"French MP, Louie",01/08/2024,Place,Environmental Services
15959572,"French MP, Louie",01/08/2024,Finance,Exchequer Services
15961272,"French MP, Louie",01/08/2024,Place,Planning and Regulation
15965396,"French MP, Louie",01/08/2024,Place,Housing Services
15966592,"French MP, Louie",01/08/2024,Educational Achievement & Inclusion,0-25 SEND
15976144,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
15978376,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
15981536,"French MP, Louie",01/08/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
15986536,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
15996888,"French MP, Louie",01/08/2024,Place,Planning and Regulation
16044260,"French MP, Louie",01/08/2024,Adult Social Care & Health,Complex Care
16046256,"French MP, Louie",01/08/2024,Place,Environmental Services
16049284,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16049884,"French MP, Louie",01/08/2024,Place,Housing Services
16050184,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16050286,"French MP, Louie",01/08/2024,Place,Housing Services
16051984,"French MP, Louie",01/08/2024,Finance,Exchequer Services
16059936,"French MP, Louie",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16069052,"French MP, Louie",01/09/2024,Place,Planning and Regulation
16069252,"French MP, Louie",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16081704,"French MP, Louie",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16083437,"French MP, Louie",01/09/2024,Place,Housing Services
16103524,"French MP, Louie",01/09/2024,Place,Housing Services
16104324,"French MP, Louie",01/09/2024,Place,Leisure Parks and Open Spaces
16106820,"French MP, Louie",01/09/2024,Place,Housing Services
16107220,"French MP, Louie",01/09/2024,Place,Housing Services
16107752,"French MP, Louie",01/09/2024,Place,Housing Services
16108184,"French MP, Louie",01/09/2024,Place,Housing Services
16108516,"French MP, Louie",01/09/2024,Finance,Exchequer Services
16109016,"French MP, Louie",01/09/2024,Place,Housing Services
16116944,"French MP, Louie",01/09/2024,Place,Housing Services
16117244,"French MP, Louie",01/09/2024,Place,Housing Services
16118144,"French MP, Louie",01/09/2024,Place,Environmental Services
16120208,"French MP, Louie",01/09/2024,Place,Housing Services
16143633,"French MP, Louie",01/09/2024,Place,Housing Services
16144832,"French MP, Louie",01/09/2024,Place,Housing Services
16144932,"French MP, Louie",01/09/2024,Adult Social Care & Health,Complex Care
16145332,"French MP, Louie",01/09/2024,Finance,Exchequer Services
16145932,"French MP, Louie",01/09/2024,Legal & Democratic Services,Mayoral & Member Support & Electoral Services
16147532,"French MP, Louie",01/09/2024,Place,Parking Enforcement (Bexley and Bromley)
16153628,"French MP, Louie",01/09/2024,Place,Housing Services
16153629,"French MP, Louie",01/09/2024,Place,Housing Services
16154328,"French MP, Louie",01/09/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16155628,"French MP, Louie",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16156328,"French MP, Louie",01/09/2024,Place,Housing Services
16161928,"French MP, Louie",01/09/2024,Place,Environmental Services
16162028,"French MP, Louie",01/09/2024,Place,Housing Services
16164393,"French MP, Louie",01/09/2024,Place,Housing Services
16167392,"French MP, Louie",01/09/2024,Place,Planning and Regulation
16167592,"French MP, Louie",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16167693,"French MP, Louie",01/09/2024,Finance,"Property, Assets and Facilities Management"
16177240,"French MP, Louie",01/09/2024,Place,Housing Services
16177540,"French MP, Louie",01/09/2024,Place,Housing Services
16177741,"French MP, Louie",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16184936,"French MP, Louie",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16185236,"French MP, Louie",01/09/2024,Place,Planning and Regulation
16186937,"French MP, Louie",01/09/2024,Place,Planning and Regulation
16195360,"French MP, Louie",01/09/2024,Place,Housing Services
16195460,"French MP, Louie",01/09/2024,Place,Libraries and Communities
16200492,"French MP, Louie",01/09/2024,Place,Housing Services
16203888,"French MP, Louie",01/09/2024,Place,Economic Skills and Development
16204288,"French MP, Louie",01/09/2024,Place,Environmental Services
16232676,"French MP, Louie",01/10/2024,Place,Housing Services
16239964,"French MP, Louie",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16241464,"French MP, Louie",01/10/2024,Finance,Exchequer Services
16253489,"French MP, Louie",01/10/2024,Place,Housing Services
16253888,"French MP, Louie",01/10/2024,Place,Environmental Services
16277296,"French MP, Louie",01/10/2024,Place,Housing Services
16292712,"French MP, Louie",01/10/2024,Place,Housing Services
16303764,"French MP, Louie",01/10/2024,Place,Housing Services
16303865,"French MP, Louie",01/10/2024,Finance,Exchequer Services
16316112,"French MP, Louie",01/10/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16316612,"French MP, Louie",01/10/2024,Educational Achievement & Inclusion,0-25 SEND
16317012,"French MP, Louie",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16317312,"French MP, Louie",01/10/2024,Place,Housing Services
16317712,"French MP, Louie",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16322008,"French MP, Louie",01/10/2024,Place,Housing Services
16331429,"French MP, Louie",01/10/2024,Place,Housing Services
16338048,"French MP, Louie",01/10/2024,Place,Leisure Parks and Open Spaces
16357608,"French MP, Louie",01/10/2024,Educational Achievement & Inclusion,0-25 SEND
16360140,"French MP, Louie",01/10/2024,Place,Housing Services
16371417,"French MP, Louie",01/10/2024,Place,Housing Services
16387540,"French MP, Louie",01/11/2024,Place,Housing Services
16392132,"French MP, Louie",01/11/2024,Educational Achievement & Inclusion,Early Intervention & Specialist Teachers
16392333,"French MP, Louie",01/11/2024,Finance,Exchequer Services
16400356,"French MP, Louie",01/11/2024,Place,Housing Services
16413420,"French MP, Louie",01/11/2024,Adult Social Care & Health,Complex Care
16414384,"French MP, Louie",01/11/2024,Place,Parking Enforcement (Bexley and Bromley)
16414684,"French MP, Louie",01/11/2024,Educational Achievement & Inclusion,0-25 SEND
16415484,"French MP, Louie",01/11/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16416616,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16422312,"French MP, Louie",01/11/2024,Place,Housing Services
16422612,"French MP, Louie",01/11/2024,Place,Housing Services
16427376,"French MP, Louie",01/11/2024,Place,Housing Services
16440540,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16441640,"French MP, Louie",01/11/2024,Place,Environmental Services
16459740,"French MP, Louie",01/11/2024,Adult Social Care & Health,Complex Care
16467300,"French MP, Louie",01/11/2024,Place,Housing Services
16468000,"French MP, Louie",01/11/2024,Place,Housing Services
16472029,"French MP, Louie",01/11/2024,Place,Housing Services
16473592,"French MP, Louie",01/11/2024,Place,Housing Services
16474192,"French MP, Louie",01/11/2024,Place,Housing Services
16478948,"French MP, Louie",01/11/2024,Place,Housing Services
16482148,"French MP, Louie",01/11/2024,Place,Housing Services
16505156,"French MP, Louie",01/11/2024,Place,Parking Enforcement (Bexley and Bromley)
16507257,"French MP, Louie",01/11/2024,Place,Housing Services
16507457,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16507657,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16515804,"French MP, Louie",01/11/2024,Place,Environmental Services
16516404,"French MP, Louie",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16517306,"French MP, Louie",01/11/2024,Educational Achievement & Inclusion,0-25 SEND
16518204,"French MP, Louie",01/11/2024,Place,Planning and Regulation
16518404,"French MP, Louie",01/11/2024,Place,Housing Services
16528660,"French MP, Louie",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16528860,"French MP, Louie",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16530156,"French MP, Louie",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16542710,"French MP, Louie",01/12/2024,Place,Housing Services
16546064,"French MP, Louie",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16546565,"French MP, Louie",01/12/2024,Place,Planning and Regulation
16553196,"French MP, Louie",01/12/2024,Adult Social Care & Health,Complex Care
16558788,"French MP, Louie",01/12/2024,Place,Planning and Regulation
16559088,"French MP, Louie",01/12/2024,Finance,Exchequer Services
16576800,"French MP, Louie",01/12/2024,Place,Housing Services
16586796,"French MP, Louie",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16590352,"French MP, Louie",01/12/2024,Adult Social Care & Health,Complex Care
16600140,"French MP, Louie",01/12/2024,Place,Environmental Services
16600440,"French MP, Louie",01/12/2024,Place,Housing Services
16607868,"French MP, Louie",01/12/2024,Place,Housing Services
16615828,"French MP, Louie",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16615829,"French MP, Louie",01/12/2024,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
16616028,"French MP, Louie",01/12/2024,Educational Achievement & Inclusion,0-25 SEND
16616528,"French MP, Louie",01/12/2024,Place,Housing Services
16616629,"French MP, Louie",01/12/2024,Adult Social Care & Health,Complex Care
16617228,"French MP, Louie",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16619929,"French MP, Louie",01/12/2024,Adult Social Care & Health,Complex Care
16624292,"French MP, Louie",01/12/2024,Place,Housing Services
16630148,"French MP, Louie",01/12/2024,Finance,Exchequer Services
16634608,"French MP, Louie",01/12/2024,Educational Achievement & Inclusion,0-25 SEND
16666001,"French MP, Louie",01/01/2025,Place,Housing Services
16666003,"French MP, Louie",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16666201,"French MP, Louie",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16666700,"French MP, Louie",01/01/2025,Finance,"Strategy, Performance & Projects"
16667700,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16680620,"French MP, Louie",01/01/2025,Place,Environmental Services
16680820,"French MP, Louie",01/01/2025,Place,Housing Services
16684016,"French MP, Louie",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16700700,"French MP, Louie",01/01/2025,Place,Housing Services
16701000,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16701001,"French MP, Louie",01/01/2025,Place,Housing Services
16701700,"French MP, Louie",01/01/2025,Place,Environmental Services
16701900,"French MP, Louie",01/01/2025,Place,Housing Services
16702100,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16702300,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16713784,"French MP, Louie",01/01/2025,Place,Environmental Services
16714084,"French MP, Louie",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16714086,"French MP, Louie",01/01/2025,Place,Housing Services
16717644,"French MP, Louie",01/01/2025,Place,Leisure Parks and Open Spaces
16717745,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16721044,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16743196,"French MP, Louie",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16744396,"French MP, Louie",01/01/2025,Place,Housing Services
16749797,"French MP, Louie",01/01/2025,Place,Housing Services
16764588,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16774285,"French MP, Louie",01/01/2025,Place,Environmental Services
16774584,"French MP, Louie",01/01/2025,Place,Housing Services
16774784,"French MP, Louie",01/01/2025,Place,Housing Services
16794068,"French MP, Louie",01/01/2025,Place,Housing Services
16794968,"French MP, Louie",01/01/2025,Place,Housing Services
16795268,"French MP, Louie",01/01/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
16795469,"French MP, Louie",01/01/2025,Place,Planning and Regulation
16795568,"French MP, Louie",01/01/2025,Place,Housing Services
16803428,"French MP, Louie",01/01/2025,Place,Housing Services
16803629,"French MP, Louie",01/01/2025,Place,Housing Services
16803929,"French MP, Louie",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16804328,"French MP, Louie",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16808456,"French MP, Louie",01/01/2025,Place,Environmental Services
16808557,"French MP, Louie",01/01/2025,Place,Housing Services
16816752,"French MP, Louie",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16817853,"French MP, Louie",01/01/2025,Educational Achievement & Inclusion,0-25 SEND
16834105,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16834204,"French MP, Louie",01/02/2025,Place,Housing Services
16850596,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16858256,"French MP, Louie",01/02/2025,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
16875000,"French MP, Louie",01/02/2025,Place,Planning and Regulation
16875800,"French MP, Louie",01/02/2025,Place,Planning and Regulation
16876000,"French MP, Louie",01/02/2025,Adult Social Care & Health,Complex Care
16877900,"French MP, Louie",01/02/2025,Place,Planning and Regulation
16886896,"French MP, Louie",01/02/2025,Place,Housing Services
16887196,"French MP, Louie",01/02/2025,Place,Housing Services
16900188,"French MP, Louie",01/02/2025,Place,Parking Enforcement (Bexley and Bromley)
16906780,"French MP, Louie",01/02/2025,Place,Housing Services
16907280,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16911280,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16916808,"French MP, Louie",01/02/2025,Place,Housing Services
16917308,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16917608,"French MP, Louie",01/02/2025,Place,Housing Services
16918008,"French MP, Louie",01/02/2025,Place,Housing Services
16932668,"French MP, Louie",01/02/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
16951020,"French MP, Louie",01/02/2025,Place,Housing Services
16953020,"French MP, Louie",01/02/2025,Place,Housing Services
16957616,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16957916,"French MP, Louie",01/02/2025,Place,Housing Services
16958017,"French MP, Louie",01/02/2025,Place,Environmental Services
16959316,"French MP, Louie",01/02/2025,Place,Planning and Regulation
17000320,"French MP, Louie",01/02/2025,Educational Achievement & Inclusion,Early Intervention & Specialist Teachers
17001416,"French MP, Louie",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17001916,"French MP, Louie",01/02/2025,Finance,Exchequer Services
17028924,"French MP, Louie",01/03/2025,Place,Housing Services
17040620,"French MP, Louie",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17040621,"French MP, Louie",01/03/2025,Place,Planning and Regulation
17044152,"French MP, Louie",01/03/2025,Place,Environmental Services
17058372,"French MP, Louie",01/02/2025,Place,Planning and Regulation
17074896,"French MP, Louie",01/03/2025,Place,Planning and Regulation
17078396,"French MP, Louie",01/03/2025,Place,Libraries and Communities
17095628,"French MP, Louie",01/03/2025,Place,Housing Services
17100029,"French MP, Louie",01/03/2025,Place,Environmental Services
17102956,"French MP, Louie",01/03/2025,Place,Planning and Regulation
17120680,"French MP, Louie",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17124642,"French MP, Louie",01/03/2025,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
17125940,"French MP, Louie",01/03/2025,Educational Achievement & Inclusion,0-25 SEND
17144036,"French MP, Louie",01/03/2025,Place,Housing Services
17150296,"French MP, Louie",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17154028,"French MP, Louie",01/03/2025,Place,Parking Enforcement (Bexley and Bromley)
17154628,"French MP, Louie",01/03/2025,Place,Parking Enforcement (Bexley and Bromley)
17167520,"French MP, Louie",01/03/2025,Adult Social Care & Health,Safeguarding Adults
17168820,"French MP, Louie",01/03/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
17201364,"French MP, Louie",01/03/2025,Finance,Risk and Assurance
17204060,"French MP, Louie",01/03/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
17207592,"French MP, Louie",01/03/2025,Place,Housing Services
17218176,"French MP, Louie",01/03/2025,Place,Housing Services
17228140,"French MP, Louie",01/04/2025,Place,Housing Services
17233337,"French MP, Louie",01/04/2025,Place,Housing Services
17247556,"French MP, Louie",01/04/2025,Place,Planning and Regulation
17261416,"French MP, Louie",01/04/2025,Finance,Exchequer Services
17266718,"French MP, Louie",01/04/2025,Place,Housing Services
17283000,"French MP, Louie",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17298188,"French MP, Louie",01/04/2025,Place,Leisure Parks and Open Spaces
17300688,"French MP, Louie",01/04/2025,Place,Housing Services
17315744,"French MP, Louie",01/04/2025,Place,Housing Services
17316044,"French MP, Louie",01/04/2025,Place,Housing Services
17333496,"French MP, Louie",01/04/2025,Place,Planning and Regulation
17339396,"French MP, Louie",01/04/2025,Place,Leisure Parks and Open Spaces
17347261,"French MP, Louie",01/04/2025,Educational Achievement & Inclusion,0-25 SEND
17347861,"French MP, Louie",01/04/2025,Finance,Exchequer Services
17355984,"French MP, Louie",01/04/2025,Place,Housing Services
17379724,"French MP, Louie",01/04/2025,Place,Planning and Regulation
17404876,"French MP, Louie",01/04/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
17416036,"French MP, Louie",01/04/2025,Place,Housing Services
17452736,"French MP, Louie",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17484280,"French MP, Louie",01/05/2025,Place,Housing Services
17486312,"French MP, Louie",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17511525,"French MP, Louie",01/05/2025,Place,Housing Services
17527488,"French MP, Louie",01/05/2025,Adult Social Care & Health,Integrated Rehabilitation
17540616,"French MP, Louie",01/05/2025,Finance,Exchequer Services
17588900,"French MP, Louie",01/05/2025,Educational Achievement & Inclusion,0-25 SEND
17624696,"French MP, Louie",01/05/2025,Finance,Exchequer Services
17643628,"French MP, Louie",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17661592,"French MP, Louie",01/05/2025,Educational Achievement & Inclusion,0-25 SEND
17667525,"French MP, Louie",01/05/2025,Place,Environmental Services
17688976,"French MP, Louie",01/05/2025,Adult Social Care & Health,Complex Care
17717337,"French MP, Louie",01/05/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
17723036,"French MP, Louie",01/05/2025,Place,Libraries and Communities
17725336,"French MP, Louie",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17726536,"French MP, Louie",01/05/2025,Place,Environmental Services
17772784,"French MP, Louie",01/06/2025,Finance,Exchequer Services
17828836,"French MP, Louie",01/06/2025,Place,Housing Services
17832936,"French MP, Louie",01/06/2025,Place,Libraries and Communities
17854692,"French MP, Louie",01/06/2025,Place,Housing Services
17870288,"French MP, Louie",01/06/2025,Place,Environmental Services
17881384,"French MP, Louie",01/06/2025,Place,Housing Services
17899176,"French MP, Louie",01/06/2025,Finance,Exchequer Services
17899676,"French MP, Louie",01/06/2025,Place,Planning and Regulation
17901076,"French MP, Louie",01/06/2025,Place,Housing Services
17910272,"French MP, Louie",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17916472,"French MP, Louie",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17921672,"French MP, Louie",01/06/2025,Place,Housing Services
17960700,"French MP, Louie",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
17972864,"French MP, Louie",01/06/2025,Place,Planning and Regulation
17979668,"French MP, Louie",01/06/2025,Place,Housing Services
18044968,"French MP, Louie",01/06/2025,Place,Planning and Regulation
18058264,"French MP, Louie",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
18060764,"French MP, Louie",01/06/2025,Place,Housing Services
18061164,"French MP, Louie",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18080592,"French MP, Louie",01/06/2025,Place,Planning and Regulation
18082193,"French MP, Louie",01/06/2025,Finance,Exchequer Services
18122808,"French MP, Louie",01/06/2025,Finance,"Property, Assets and Facilities Management"
18137141,"French MP, Louie",01/07/2025,Place,Housing Services
18147741,"French MP, Louie",01/07/2025,Place,Environmental Services
18163736,"French MP, Louie",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18166136,"French MP, Louie",01/07/2025,Finance,"Property, Assets and Facilities Management"
18182969,"French MP, Louie",01/07/2025,Place,Planning and Regulation
18197392,"French MP, Louie",01/07/2025,Adult Social Care & Health,Complex Care
18211388,"French MP, Louie",01/07/2025,Place,Libraries and Communities
18253444,"French MP, Louie",01/07/2025,Finance,Exchequer Services
18267541,"French MP, Louie",01/07/2025,Place,Planning and Regulation
18367652,"French MP, Louie",01/07/2025,Childrens Social Care,Professional Standards and Quality Assurance
18371152,"French MP, Louie",01/07/2025,Place,Leisure Parks and Open Spaces
18451360,"French MP, Louie",01/07/2025,Place,Housing Services
18454760,"French MP, Louie",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18455660,"French MP, Louie",01/07/2025,Place,Housing Services
18533236,"French MP, Louie",01/07/2025,Place,Environmental Services
18535236,"French MP, Louie",01/07/2025,Place,Housing Services
18550000,"French MP, Louie",01/07/2025,Place,Planning and Regulation
18550400,"French MP, Louie",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18550700,"French MP, Louie",01/07/2025,Place,Environmental Services
16250988,"French MP, Louie",01/10/2024,Place,Planning and Regulation
16318512,"French MP, Louie",01/10/2024,Place,Environmental Services
16334392,"French MP, Louie",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16338548,"French MP, Louie",01/10/2024,Place,"Highways, Traffic and Infrastructure"
