Ref,Councillor,Date received,Directorate,Service area
17576500,"Munur, Cafer",01/05/2025,Educational Achievement & Inclusion,0-25 SEND
17576700,"Munur, Cafer",01/05/2025,Place,Leisure Parks and Open Spaces
17626297,"Munur, Cafer",01/05/2025,Place,Environmental Services
17659992,"Munur, Cafer",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17675780,"Munur, Cafer",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17708672,"Munur, Cafer",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17749220,"Munur, Cafer",01/06/2025,Place,Environmental Services
17750120,"Munur, Cafer",01/06/2025,Place,Leisure Parks and Open Spaces
17759120,"Munur, Cafer",01/06/2025,Place,Libraries and Communities
17762020,"Munur, Cafer",01/06/2025,Place,Planning and Regulation
17809236,"Munur, Cafer",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17810336,"Munur, Cafer",01/06/2025,Place,Environmental Services
17861788,"Munur, Cafer",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17875089,"Munur, Cafer",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
18016240,"Munur, Cafer",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
18212752,"Munur, Cafer",01/07/2025,Place,Planning and Regulation
18315164,"Munur, Cafer",01/07/2025,Place,Environmental Services
18330992,"Munur, Cafer",01/07/2025,Place,Environmental Services
18381280,"Munur, Cafer",01/07/2025,Place,Leisure Parks and Open Spaces
18429832,"Munur, Cafer",01/07/2025,Place,Planning and Regulation
18498852,"Munur, Cafer",01/07/2025,Place,Planning and Regulation
16404212,"Munur, Cafer",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16404712,"Munur, Cafer",01/11/2024,Finance,"Property, Assets and Facilities Management"
16405713,"Munur, Cafer",01/11/2024,Place,Libraries and Communities
16453692,"Munur, Cafer",01/11/2024,Place,Planning and Regulation
16107320,"Newton, Caroline",01/09/2024,Place,Housing Services
16743896,"Newton, Caroline",01/01/2025,Place,Planning and Regulation
16816654,"Newton, Caroline",01/01/2025,Place,Planning and Regulation
16842000,"Newton, Caroline",01/02/2025,Place,Leisure Parks and Open Spaces
16925336,"Newton, Caroline",01/02/2025,Place,"Highways, Traffic and Infrastructure"
17607332,"Newton, Caroline",01/05/2025,Place,Libraries and Communities
17838560,"Newton, Caroline",01/06/2025,Place,Planning and Regulation
18364452,"Newton, Caroline",01/07/2025,Place,Housing Services
18382280,"Newton, Caroline",01/07/2025,Place,Libraries and Communities
18424272,"Newton, Caroline",01/07/2025,Place,Libraries and Communities
15905728,"Ogundayo, Mabel",01/07/2024,Place,"Highways, Traffic and Infrastructure"
16495332,"Ogundayo, Mabel",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16999588,"Ogundayo, Mabel",01/02/2025,Place,Strategic Planning
17936068,"Ogundayo, Mabel",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
18316564,"Ogundayo, Mabel",01/07/2025,Place,"Highways, Traffic and Infrastructure"
16434184,"Ogundayo, Mabel",01/11/2024,Place,Environmental Services
16496533,"Ogundayo, Mabel",01/11/2024,Place,Planning and Regulation
15880272,"O'Hare, Nick",01/07/2024,Place,Housing Services
16108616,"O'Hare, Nick",01/09/2024,Place,Planning and Regulation
18409672,"O'Hare, Nick",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18559700,"O'Hare, Nick",01/07/2025,Place,Environmental Services
16434585,"O'Hare, Nick",01/11/2024,Place,"Highways, Traffic and Infrastructure"
15990833,"O'Neill OBE, Teresa",01/08/2024,Place,Planning and Regulation
16002472,"O'Neill OBE, Teresa",01/08/2024,Place,Housing Services
16004868,"O'Neill OBE, Teresa",01/08/2024,Place,Housing Services
16099260,"O'Neill OBE, Teresa",01/09/2024,Place,Environmental Services
16107120,"O'Neill OBE, Teresa",01/09/2024,Place,Environmental Services
16134336,"O'Neill OBE, Teresa",01/09/2024,Place,Environmental Services
16392632,"O'Neill OBE, Teresa",01/11/2024,Finance,Exchequer Services
16394696,"O'Neill OBE, Teresa",01/11/2024,Place,Leisure Parks and Open Spaces
16464004,"O'Neill OBE, Teresa",01/11/2024,Place,Planning and Regulation
16606868,"O'Neill OBE, Teresa",01/12/2024,Place,Environmental Services
16621292,"O'Neill OBE, Teresa",01/12/2024,Place,Leisure Parks and Open Spaces
16641160,"O'Neill OBE, Teresa",01/12/2024,Place,Environmental Services
16648420,"O'Neill OBE, Teresa",01/01/2025,Place,Environmental Services
16649020,"O'Neill OBE, Teresa",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16699200,"O'Neill OBE, Teresa",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16756760,"O'Neill OBE, Teresa",01/01/2025,Place,Planning and Regulation
16874000,"O'Neill OBE, Teresa",01/02/2025,Place,Housing Services
16878900,"O'Neill OBE, Teresa",01/02/2025,Place,Leisure Parks and Open Spaces
16973144,"O'Neill OBE, Teresa",01/02/2025,Finance,"Property, Assets and Facilities Management"
17042220,"O'Neill OBE, Teresa",01/03/2025,Place,Planning and Regulation
17149596,"O'Neill OBE, Teresa",01/03/2025,Place,Environmental Services
17155028,"O'Neill OBE, Teresa",01/03/2025,Place,Planning and Regulation
17236732,"O'Neill OBE, Teresa",01/04/2025,Place,Environmental Services
17347660,"O'Neill OBE, Teresa",01/04/2025,Place,Leisure Parks and Open Spaces
17550882,"O'Neill OBE, Teresa",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17632997,"O'Neill OBE, Teresa",01/05/2025,Place,Environmental Services
17661992,"O'Neill OBE, Teresa",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17697672,"O'Neill OBE, Teresa",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17956000,"O'Neill OBE, Teresa",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18019640,"O'Neill OBE, Teresa",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18020340,"O'Neill OBE, Teresa",01/06/2025,Place,Environmental Services
18109308,"O'Neill OBE, Teresa",01/06/2025,Place,Housing Services
18246980,"O'Neill OBE, Teresa",01/07/2025,Place,Housing Services
15860896,"Oppong-Asare MP, Abena",01/07/2024,Place,Housing Services
15918277,"Oppong-Asare MP, Abena",01/07/2024,Finance,Exchequer Services
15934068,"Oppong-Asare MP, Abena",01/07/2024,Place,Housing Services
15954716,"Oppong-Asare MP, Abena",01/08/2024,Place,Housing Services
15955316,"Oppong-Asare MP, Abena",01/08/2024,Place,Housing Services
15966192,"Oppong-Asare MP, Abena",01/08/2024,Finance,Corporate Finance
15978076,"Oppong-Asare MP, Abena",01/08/2024,Place,Housing Services
15986936,"Oppong-Asare MP, Abena",01/08/2024,Place,Housing Services
16017140,"Oppong-Asare MP, Abena",01/08/2024,Place,Housing Services
16070784,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16076408,"Oppong-Asare MP, Abena",01/09/2024,Place,Planning and Regulation
16081304,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16099660,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16115644,"Oppong-Asare MP, Abena",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16117444,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16117844,"Oppong-Asare MP, Abena",01/09/2024,Place,Environmental Services
16134536,"Oppong-Asare MP, Abena",01/09/2024,Finance,Exchequer Services
16144332,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16145533,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16145534,"Oppong-Asare MP, Abena",01/09/2024,Place,Planning and Regulation
16156628,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16180272,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16187436,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16205288,"Oppong-Asare MP, Abena",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16208252,"Oppong-Asare MP, Abena",01/09/2024,Place,Housing Services
16232476,"Oppong-Asare MP, Abena",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16252489,"Oppong-Asare MP, Abena",01/10/2024,Place,Housing Services
16253188,"Oppong-Asare MP, Abena",01/10/2024,Place,Housing Services
16284884,"Oppong-Asare MP, Abena",01/10/2024,Place,Housing Services
16285184,"Oppong-Asare MP, Abena",01/10/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16293812,"Oppong-Asare MP, Abena",01/10/2024,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
16303866,"Oppong-Asare MP, Abena",01/10/2024,Place,Planning and Regulation
16336648,"Oppong-Asare MP, Abena",01/10/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16337249,"Oppong-Asare MP, Abena",01/10/2024,Childrens Social Care,Virtual School for Looked After Children and Children's Participation
16370817,"Oppong-Asare MP, Abena",01/10/2024,Place,Housing Services
16390668,"Oppong-Asare MP, Abena",01/11/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16440340,"Oppong-Asare MP, Abena",01/11/2024,Finance,Exchequer Services
16440840,"Oppong-Asare MP, Abena",01/11/2024,Place,Housing Services
16454193,"Oppong-Asare MP, Abena",01/11/2024,Adult Social Care & Health,Complex Care
16495932,"Oppong-Asare MP, Abena",01/11/2024,Place,Housing Services
16506856,"Oppong-Asare MP, Abena",01/11/2024,Place,Housing Services
16518305,"Oppong-Asare MP, Abena",01/11/2024,Place,Housing Services
16540308,"Oppong-Asare MP, Abena",01/12/2024,Place,Housing Services
16540608,"Oppong-Asare MP, Abena",01/12/2024,Place,Housing Services
16549497,"Oppong-Asare MP, Abena",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16552596,"Oppong-Asare MP, Abena",01/12/2024,Place,Libraries and Communities
16557488,"Oppong-Asare MP, Abena",01/12/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16557888,"Oppong-Asare MP, Abena",01/12/2024,Finance,Exchequer Services
16571610,"Oppong-Asare MP, Abena",01/12/2024,Place,Housing Services
16590855,"Oppong-Asare MP, Abena",01/12/2024,Finance,Exchequer Services
16607468,"Oppong-Asare MP, Abena",01/12/2024,Place,Planning and Regulation
16629450,"Oppong-Asare MP, Abena",01/12/2024,Place,Libraries and Communities
16657444,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16664900,"Oppong-Asare MP, Abena",01/01/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16671292,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16681020,"Oppong-Asare MP, Abena",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16718244,"Oppong-Asare MP, Abena",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16730536,"Oppong-Asare MP, Abena",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16743596,"Oppong-Asare MP, Abena",01/01/2025,Place,Planning and Regulation
16752261,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16752560,"Oppong-Asare MP, Abena",01/01/2025,Adult Social Care & Health,Safeguarding Adults
16765889,"Oppong-Asare MP, Abena",01/01/2025,Place,Planning and Regulation
16780108,"Oppong-Asare MP, Abena",01/01/2025,Place,Planning and Regulation
16780308,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16785809,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16808757,"Oppong-Asare MP, Abena",01/01/2025,Place,Housing Services
16850896,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16877700,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16891988,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16892289,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16893388,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16893788,"Oppong-Asare MP, Abena",01/02/2025,Place,Environmental Services
16912080,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16927436,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
16934860,"Oppong-Asare MP, Abena",01/02/2025,Educational Achievement & Inclusion,0-25 SEND
16961116,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
17008680,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
17008781,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
17008981,"Oppong-Asare MP, Abena",01/02/2025,Place,Housing Services
17039588,"Oppong-Asare MP, Abena",01/03/2025,Place,Libraries and Communities
17064732,"Oppong-Asare MP, Abena",01/03/2025,Adult Social Care & Health,Integrated Commissioning
17064932,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17102056,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17125240,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17148132,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17148364,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17148664,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17163756,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17218376,"Oppong-Asare MP, Abena",01/03/2025,Place,Housing Services
17221076,"Oppong-Asare MP, Abena",01/03/2025,Educational Achievement & Inclusion,0-25 SEND
17258384,"Oppong-Asare MP, Abena",01/04/2025,Place,Environmental Services
17293392,"Oppong-Asare MP, Abena",01/04/2025,Place,Housing Services
17395016,"Oppong-Asare MP, Abena",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17420728,"Oppong-Asare MP, Abena",01/04/2025,Place,Housing Services
17449536,"Oppong-Asare MP, Abena",01/05/2025,Place,Housing Services
17456636,"Oppong-Asare MP, Abena",01/05/2025,Place,Housing Services
17508292,"Oppong-Asare MP, Abena",01/05/2025,Finance,Exchequer Services
17619196,"Oppong-Asare MP, Abena",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17622996,"Oppong-Asare MP, Abena",01/05/2025,Place,Housing Services
17695372,"Oppong-Asare MP, Abena",01/05/2025,Place,Housing Services
17760720,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
17787512,"Oppong-Asare MP, Abena",01/06/2025,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
17839892,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
17928568,"Oppong-Asare MP, Abena",01/06/2025,Place,Environmental Services
17951200,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
17951300,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
17987856,"Oppong-Asare MP, Abena",01/06/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
18017840,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
18018440,"Oppong-Asare MP, Abena",01/06/2025,Place,Leisure Parks and Open Spaces
18030840,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
18052532,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
18070560,"Oppong-Asare MP, Abena",01/06/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
18089620,"Oppong-Asare MP, Abena",01/06/2025,Place,Planning and Regulation
18090120,"Oppong-Asare MP, Abena",01/06/2025,Place,Housing Services
18134341,"Oppong-Asare MP, Abena",01/07/2025,Place,Planning and Regulation
18134640,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18177664,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18256244,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18256644,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18256844,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18259044,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18306864,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18346220,"Oppong-Asare MP, Abena",01/07/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
18346321,"Oppong-Asare MP, Abena",01/07/2025,Place,Leisure Parks and Open Spaces
18405972,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18407372,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18407373,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18408272,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18408672,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18410672,"Oppong-Asare MP, Abena",01/07/2025,Place,Planning and Regulation
18449560,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18449960,"Oppong-Asare MP, Abena",01/07/2025,Place,Housing Services
18483955,"Oppong-Asare MP, Abena",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18507276,"Oppong-Asare MP, Abena",01/07/2025,Finance,Exchequer Services
16285484,"Oppong-Asare MP, Abena",01/10/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16276698,"Oppong-Asare, Abena",01/10/2024,Place,Planning and Regulation
15836368,"Pennycook, Matthew MP",01/07/2024,Childrens Social Care,"Looked after Children, Permanence and Specialist Services"
15841628,"Perfect, Wendy",01/07/2024,Place,Housing Services
15851412,"Perfect, Wendy",01/07/2024,Place,Strategic Planning
15875844,"Perfect, Wendy",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15880672,"Perfect, Wendy",01/07/2024,Place,"Highways, Traffic and Infrastructure"
16014576,"Perfect, Wendy",01/08/2024,Place,Environmental Services
16015176,"Perfect, Wendy",01/08/2024,Place,Planning and Regulation
16045357,"Perfect, Wendy",01/08/2024,Place,Environmental Services
16046856,"Perfect, Wendy",01/08/2024,Place,Environmental Services
16077208,"Perfect, Wendy",01/09/2024,Place,Planning and Regulation
16116344,"Perfect, Wendy",01/09/2024,Place,Housing Services
16185936,"Perfect, Wendy",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16186236,"Perfect, Wendy",01/09/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16213672,"Perfect, Wendy",01/09/2024,Place,Parking Enforcement (Bexley and Bromley)
16224492,"Perfect, Wendy",01/10/2024,Place,Environmental Services
16239764,"Perfect, Wendy",01/10/2024,Place,Planning and Regulation
16272100,"Perfect, Wendy",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16279960,"Perfect, Wendy",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16280560,"Perfect, Wendy",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16321076,"Perfect, Wendy",01/10/2024,Place,Environmental Services
16370084,"Perfect, Wendy",01/10/2024,Place,Environmental Services
16467900,"Perfect, Wendy",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16480448,"Perfect, Wendy",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16517305,"Perfect, Wendy",01/11/2024,Place,Parking Enforcement (Bexley and Bromley)
16537822,"Perfect, Wendy",01/12/2024,Place,Planning and Regulation
16544068,"Perfect, Wendy",01/12/2024,Place,Environmental Services
16580733,"Perfect, Wendy",01/12/2024,Finance,Exchequer Services
16590952,"Perfect, Wendy",01/12/2024,Place,Environmental Services
16621592,"Perfect, Wendy",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16657644,"Perfect, Wendy",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16663536,"Perfect, Wendy",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16703500,"Perfect, Wendy",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16765388,"Perfect, Wendy",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16775185,"Perfect, Wendy",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16876300,"Perfect, Wendy",01/02/2025,Place,Environmental Services
16946220,"Perfect, Wendy",01/02/2025,Place,Environmental Services
16994556,"Perfect, Wendy",01/02/2025,Finance,Exchequer Services
17097828,"Perfect, Wendy",01/03/2025,Place,Environmental Services
17167220,"Perfect, Wendy",01/03/2025,Place,Environmental Services
17204560,"Perfect, Wendy",01/03/2025,Adult Social Care & Health,Integrated Commissioning
17293028,"Perfect, Wendy",01/04/2025,Place,Parking Enforcement (Bexley and Bromley)
17302820,"Perfect, Wendy",01/04/2025,Place,Environmental Services
17333796,"Perfect, Wendy",01/04/2025,Place,Planning and Regulation
17335296,"Perfect, Wendy",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17466328,"Perfect, Wendy",01/05/2025,Legal & Democratic Services,Committee Services and Scrutiny
17480448,"Perfect, Wendy",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17493800,"Perfect, Wendy",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17642328,"Perfect, Wendy",01/05/2025,Finance,Exchequer Services
17761620,"Perfect, Wendy",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17762722,"Perfect, Wendy",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
18035268,"Perfect, Wendy",01/06/2025,Finance,"Property, Assets and Facilities Management"
18040768,"Perfect, Wendy",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18088320,"Perfect, Wendy",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18088620,"Perfect, Wendy",01/06/2025,Place,Environmental Services
18088820,"Perfect, Wendy",01/06/2025,Place,Environmental Services
18089120,"Perfect, Wendy",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18089420,"Perfect, Wendy",01/06/2025,Place,Leisure Parks and Open Spaces
18200392,"Perfect, Wendy",01/07/2025,Place,Environmental Services
18332792,"Perfect, Wendy",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18334992,"Perfect, Wendy",01/07/2025,Corporate Services,Customer Services & Business Support
18345020,"Perfect, Wendy",01/07/2025,Finance,Exchequer Services
18467556,"Perfect, Wendy",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18477420,"Perfect, Wendy",01/07/2025,Place,Environmental Services
18566760,"Perfect, Wendy",01/07/2025,Place,Environmental Services
16294412,"Perfect, Wendy",01/10/2024,Place,"Highways, Traffic and Infrastructure"
15834268,"Read, Philip",01/07/2024,Place,Planning and Regulation
15840396,"Read, Philip",01/07/2024,Place,Environmental Services
16088824,"Read, Philip",01/09/2024,Place,Environmental Services
16125528,"Read, Philip",01/09/2024,Place,Environmental Services
17935768,"Read, Philip",01/06/2025,Place,Environmental Services
16271901,"Read, Philip",01/10/2024,Place,Housing Services
15867620,"Reader, Peter",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15879973,"Reader, Peter",01/07/2024,Place,Planning and Regulation
15943198,"Reader, Peter",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15981236,"Reader, Peter",01/08/2024,Place,Planning and Regulation
15992296,"Reader, Peter",01/08/2024,Adult Social Care & Health,Complex Care
16091448,"Reader, Peter",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16240864,"Reader, Peter",01/10/2024,Finance,Exchequer Services
16755960,"Reader, Peter",01/01/2025,Place,Planning and Regulation
17210620,"Reader, Peter",01/03/2025,Place,Housing Services
17282600,"Reader, Peter",01/04/2025,Place,Housing Services
15849248,"Sandhu, Rags",01/07/2024,Place,Parking Enforcement (Bexley and Bromley)
15866888,"Sandhu, Rags",01/07/2024,Place,Parking Enforcement (Bexley and Bromley)
15903628,"Sandhu, Rags",01/07/2024,Adult Social Care & Health,Complex Care
15959773,"Sandhu, Rags",01/08/2024,Adult Social Care & Health,Complex Care
15991132,"Sandhu, Rags",01/08/2024,Place,Planning and Regulation
16050984,"Sandhu, Rags",01/08/2024,Finance,"Property, Assets and Facilities Management"
16062301,"Sandhu, Rags",01/08/2024,Finance,"Property, Assets and Facilities Management"
16070584,"Sandhu, Rags",01/09/2024,Place,Planning and Regulation
16098128,"Sandhu, Rags",01/09/2024,Place,Environmental Services
16230316,"Sandhu, Rags",01/10/2024,Place,Environmental Services
16514208,"Sandhu, Rags",01/11/2024,Place,Environmental Services
16540808,"Sandhu, Rags",01/12/2024,Place,Environmental Services
16540909,"Sandhu, Rags",01/12/2024,Place,Housing Services
16546365,"Sandhu, Rags",01/12/2024,Adult Social Care & Health,Integrated Commissioning
16583496,"Sandhu, Rags",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16629148,"Sandhu, Rags",01/12/2024,Place,Leisure Parks and Open Spaces
16671692,"Sandhu, Rags",01/01/2025,Place,Planning and Regulation
16690116,"Sandhu, Rags",01/01/2025,Place,Planning and Regulation
16701603,"Sandhu, Rags",01/01/2025,Place,Environmental Services
16729436,"Sandhu, Rags",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16756560,"Sandhu, Rags",01/01/2025,Place,Planning and Regulation
16766589,"Sandhu, Rags",01/01/2025,Place,"Highways, Traffic and Infrastructure"
16786108,"Sandhu, Rags",01/01/2025,Place,Housing Services
16875400,"Sandhu, Rags",01/02/2025,Place,Environmental Services
16919208,"Sandhu, Rags",01/02/2025,Place,Environmental Services
16953420,"Sandhu, Rags",01/02/2025,Place,Libraries and Communities
16961416,"Sandhu, Rags",01/02/2025,Place,Environmental Services
16961716,"Sandhu, Rags",01/02/2025,Place,Libraries and Communities
16968244,"Sandhu, Rags",01/02/2025,Adult Social Care & Health,Integrated Commissioning
17009812,"Sandhu, Rags",01/02/2025,Place,Environmental Services
17020196,"Sandhu, Rags",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17100992,"Sandhu, Rags",01/03/2025,Place,Libraries and Communities
17248420,"Sandhu, Rags",01/04/2025,Place,Parking Enforcement (Bexley and Bromley)
17248820,"Sandhu, Rags",01/04/2025,Place,Parking Enforcement (Bexley and Bromley)
17249520,"Sandhu, Rags",01/04/2025,Place,Environmental Services
17261116,"Sandhu, Rags",01/04/2025,Place,Planning and Regulation
17269840,"Sandhu, Rags",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17270040,"Sandhu, Rags",01/04/2025,Finance,Exchequer Services
17373728,"Sandhu, Rags",01/04/2025,Place,Planning and Regulation
17456336,"Sandhu, Rags",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17470484,"Sandhu, Rags",01/05/2025,Place,Environmental Services
17477416,"Sandhu, Rags",01/05/2025,Finance,Exchequer Services
17546716,"Sandhu, Rags",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17605332,"Sandhu, Rags",01/05/2025,Place,Environmental Services
17739433,"Sandhu, Rags",01/05/2025,Place,Environmental Services
17739632,"Sandhu, Rags",01/05/2025,Place,Parking Enforcement (Bexley and Bromley)
17922272,"Sandhu, Rags",01/06/2025,Place,Planning and Regulation
17922472,"Sandhu, Rags",01/06/2025,Place,Environmental Services
18013040,"Sandhu, Rags",01/06/2025,Place,Environmental Services
18057864,"Sandhu, Rags",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18090420,"Sandhu, Rags",01/06/2025,Place,Environmental Services
18099920,"Sandhu, Rags",01/06/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
18206693,"Sandhu, Rags",01/07/2025,Place,Planning and Regulation
18231280,"Sandhu, Rags",01/07/2025,Place,Housing Services
18231780,"Sandhu, Rags",01/07/2025,Place,Planning and Regulation
18316864,"Sandhu, Rags",01/07/2025,Place,Leisure Parks and Open Spaces
18317064,"Sandhu, Rags",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18317364,"Sandhu, Rags",01/07/2025,Place,Leisure Parks and Open Spaces
18443232,"Sandhu, Rags",01/07/2025,Place,Planning and Regulation
18496852,"Sandhu, Rags",01/07/2025,Place,Planning and Regulation
16233676,"Sandhu, Rags",01/10/2024,Place,Planning and Regulation
16270606,"Sandhu, Rags",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16303564,"Sandhu, Rags",01/10/2024,Educational Achievement & Inclusion,Early Intervention & Specialist Teachers
16318912,"Sandhu, Rags",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16337648,"Sandhu, Rags",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
